team1,team2,city,date,toss_winner,first_batting,team1_player1_bat_rank,team1_player1_bowl_rank,team1_player2_bat_rank,team1_player2_bowl_rank,team1_player3_bat_rank,team1_player3_bowl_rank,team1_player4_bat_rank,team1_player4_bowl_rank,team1_player5_bat_rank,team1_player5_bowl_rank,team1_player6_bat_rank,team1_player6_bowl_rank,team1_player7_bat_rank,team1_player7_bowl_rank,team1_player8_bat_rank,team1_player8_bowl_rank,team1_player9_bat_rank,team1_player9_bowl_rank,team1_player10_bat_rank,team1_player10_bowl_rank,team1_player11_bat_rank,team1_player11_bowl_rank,team2_player1_bat_rank,team2_player1_bowl_rank,team2_player2_bat_rank,team2_player2_bowl_rank,team2_player3_bat_rank,team2_player3_bowl_rank,team2_player4_bat_rank,team2_player4_bowl_rank,team2_player5_bat_rank,team2_player5_bowl_rank,team2_player6_bat_rank,team2_player6_bowl_rank,team2_player7_bat_rank,team2_player7_bowl_rank,team2_player8_bat_rank,team2_player8_bowl_rank,team2_player9_bat_rank,team2_player9_bowl_rank,team2_player10_bat_rank,team2_player10_bowl_rank,team2_player11_bat_rank,team2_player11_bowl_rank,match_winner
India,Bangladesh,Mumbai,25 May 1998,1,1,101,101,101,101,101,101,73,101,97,101,101,101,101,101,101,101,101,101,101,101,101,101,51,101,3,65,37,101,26,101,101,101,101,101,49,39,101,13,101,30,101,101,101,101,0
India,Kenya,Gwalior,28 May 1998,1,1,80,101,73,101,72,89,69,74,82,101,101,101,101,101,101,60,101,101,101,63,101,101,51,101,3,69,13,101,38,101,50,37,101,101,83,101,101,101,101,13,101,30,101,97,1
India,Kenya,Calcutta,31 May 1998,1,1,86,101,81,101,75,90,69,74,73,101,70,101,101,101,101,63,101,64,101,101,101,101,17,71,3,69,26,101,13,101,87,83,50,39,84,101,101,13,101,59,101,30,101,91,0
Sri Lanka,India,Colombo,19 June 1998,1,0,5,42,62,101,32,101,6,52,12,101,36,101,101,101,64,17,101,101,101,101,101,101,13,71,3,70,11,101,25,101,50,37,87,82,84,101,101,13,101,51,101,30,101,97,1
Sri Lanka,New Zealand,Colombo,21 June 1998,1,1,57,101,15,34,23,101,95,101,53,100,41,19,46,101,42,15,101,31,101,47,101,60,4,42,65,101,27,101,6,53,12,101,101,49,36,101,64,14,101,101,101,101,101,101,0
Sri Lanka,India,Colombo,1 July 1998,1,0,5,36,101,101,31,101,4,52,15,101,65,101,101,51,64,13,101,101,101,101,101,101,17,73,3,70,85,101,12,101,27,101,90,82,49,42,101,43,101,12,101,24,101,84,0
Sri Lanka,New Zealand,Colombo,5 July 1998,1,0,6,31,63,101,4,52,12,101,101,47,31,101,37,101,65,14,101,101,101,101,101,101,60,101,10,36,27,101,52,97,92,101,40,29,46,101,45,17,101,32,101,49,101,101,0
Sri Lanka,India,Colombo,7 July 1998,1,1,13,75,3,73,16,101,27,101,49,43,101,34,87,74,85,101,101,12,101,26,101,66,6,31,63,101,4,52,29,101,12,101,36,101,101,47,68,17,101,101,101,101,101,101,1
South Africa,Sri Lanka,Nottingham,14 August 1998,1,1,5,31,60,101,27,101,4,54,11,101,101,101,101,101,101,101,68,14,101,101,101,101,7,101,73,101,19,78,24,101,74,26,8,35,17,101,36,4,101,101,101,89,101,3,1
England,Sri Lanka,London,16 August 1998,1,0,23,101,56,101,20,101,21,101,98,101,68,90,101,19,101,101,101,53,101,7,101,71,6,26,62,101,31,101,4,56,101,101,11,101,101,101,65,17,101,101,101,101,101,101,0
England,South Africa,Birmingham,18 August 1998,1,1,8,101,75,101,23,101,20,101,7,34,22,80,36,3,65,20,101,101,101,101,101,4,21,101,64,101,19,101,16,101,101,101,70,92,101,19,101,101,101,7,101,53,101,65,1
England,Sri Lanka,London,20 August 1998,1,0,14,101,33,101,23,101,20,101,64,101,101,101,101,21,101,101,101,7,101,53,101,59,7,30,52,101,18,101,4,56,13,101,101,48,101,101,67,18,101,101,101,97,101,101,1
India,Pakistan,Skating and Curling Club,12 September 1998,1,1,9,101,39,47,101,101,101,101,101,101,101,101,29,101,54,101,101,28,101,101,101,101,11,67,50,101,16,101,41,101,86,68,101,101,84,101,101,73,101,33,101,21,101,25,0
India,Pakistan,Skating and Curling Club,13 September 1998,1,1,9,101,35,46,101,101,101,101,101,101,30,101,50,101,101,20,101,96,101,101,101,101,51,101,81,101,16,101,45,101,86,59,101,101,101,101,101,34,101,69,101,24,101,30,1
India,Pakistan,Skating and Curling Club,16 September 1998,1,1,8,101,36,43,101,101,101,101,101,101,29,101,50,101,101,19,101,3,101,101,101,96,12,61,51,101,77,101,20,101,45,101,86,59,101,101,101,34,101,69,101,27,101,31,1
India,Pakistan,Skating and Curling Club,19 September 1998,1,1,9,101,33,46,101,101,101,101,101,101,29,101,101,17,51,101,101,2,101,101,101,98,15,68,50,101,80,101,20,101,31,101,45,101,90,60,101,34,101,58,101,27,101,32,1
India,Pakistan,Skating and Curling Club,20 September 1998,1,0,16,69,3,80,51,101,15,101,32,101,81,101,101,22,101,101,101,35,101,50,101,32,6,101,33,46,101,101,101,101,101,101,29,101,50,101,101,12,101,2,101,101,101,100,1
Zimbabwe,India,Bulawayo,26 September 1998,1,0,40,101,101,101,59,101,35,101,75,91,76,101,79,16,54,18,101,101,101,40,101,95,21,70,2,83,46,101,32,101,15,101,49,41,82,101,101,21,101,32,101,14,101,60,1
Zimbabwe,India,Bulawayo,27 September 1998,1,0,37,101,101,101,51,101,35,101,77,101,74,91,82,17,54,19,101,40,101,69,101,101,3,84,16,70,13,101,32,101,46,101,49,43,80,101,101,20,101,32,101,14,101,56,1
Zimbabwe,India,Harare Sports Club,30 September 1998,1,0,37,101,63,101,51,101,35,101,70,89,85,101,82,13,101,33,101,40,101,101,101,92,15,70,3,86,16,101,32,101,46,101,48,45,79,101,101,31,101,95,101,72,101,51,0
New Zealand,Zimbabwe,Dhaka,24 October 1998,1,1,36,101,23,75,101,101,55,101,33,101,71,91,62,101,82,13,53,18,101,40,101,101,101,101,11,37,26,101,51,98,43,101,41,17,101,101,101,101,101,47,101,54,101,101,0
England,South Africa,Dhaka,25 October 1998,1,0,13,101,69,101,84,43,22,101,43,101,101,101,60,92,101,101,101,101,101,101,101,56,20,101,71,101,23,69,6,36,17,101,101,101,101,88,66,21,101,101,101,93,101,101,1
New Zealand,Sri Lanka,Dhaka,26 October 1998,1,0,101,101,14,37,26,101,51,97,40,101,44,19,101,101,101,49,101,47,101,101,101,101,10,24,52,101,21,101,4,58,9,101,39,101,101,51,66,17,92,10,101,101,101,101,1
Australia,India,Dhaka,28 October 1998,1,1,15,71,2,69,17,101,46,101,29,101,49,48,99,30,101,54,101,16,79,101,101,17,5,61,35,101,14,101,101,101,56,101,32,59,3,82,101,101,101,101,101,52,101,11,1
Pakistan,West Indies,Dhaka,29 October 1998,1,1,88,101,26,101,28,101,1,101,11,22,64,84,47,50,101,101,101,82,101,101,101,92,36,46,101,101,101,13,101,101,29,101,101,101,101,101,83,8,50,101,101,3,101,101,1
South Africa,Sri Lanka,Dhaka,30 October 1998,1,0,74,101,21,101,101,96,101,101,12,70,6,35,19,101,66,15,101,101,101,86,101,76,10,29,52,101,91,11,5,58,24,101,9,101,41,101,101,45,67,19,101,101,101,101,0
India,West Indies,Dhaka,31 October 1998,1,0,16,71,2,58,19,101,46,101,31,101,47,50,77,101,101,21,101,32,101,18,101,49,86,101,28,101,23,101,1,101,13,22,61,89,48,52,101,101,101,82,101,101,101,72,1
South Africa,West Indies,Dhaka,1 November 1998,1,1,69,101,57,101,24,101,1,101,12,22,62,90,48,51,101,101,101,82,101,101,101,69,22,101,68,101,101,101,11,57,6,34,21,101,101,101,101,88,101,89,65,14,101,80,0
Pakistan,Australia,Karachi,6 November 1998,1,1,32,101,4,63,16,101,49,101,33,61,2,82,101,101,101,97,101,101,101,10,101,20,101,101,36,51,101,101,29,101,101,101,101,101,51,101,85,8,101,101,101,101,101,101,1
India,Sri Lanka,Sharjah Cricket Association Stadium,6 November 1998,1,1,10,31,101,101,20,101,6,60,9,101,53,101,39,101,94,9,67,22,101,101,101,101,17,73,3,58,78,101,15,101,101,21,31,101,47,49,101,101,93,30,101,52,101,15,0
Sri Lanka,Zimbabwe,Sharjah Cricket Association Stadium,7 November 1998,1,0,9,33,101,101,54,101,26,101,4,61,10,101,38,101,101,101,97,10,66,22,101,98,35,101,16,80,101,101,51,101,34,101,61,101,73,86,84,14,55,18,101,24,101,36,1
Pakistan,Australia,Peshawar,8 November 1998,1,0,101,101,101,101,31,101,101,101,101,101,51,101,97,16,84,8,101,101,101,2,101,101,6,65,29,101,13,101,33,60,101,101,3,85,47,101,101,77,101,101,101,9,101,19,1
India,Zimbabwe,Sharjah Cricket Association Stadium,8 November 1998,1,1,35,101,18,82,101,101,53,101,34,101,74,88,60,101,78,17,55,14,101,24,101,37,17,72,2,59,79,101,16,101,30,101,48,52,101,47,101,75,101,12,92,31,101,21,0
India,Sri Lanka,Sharjah Cricket Association Stadium,9 November 1998,1,0,2,60,20,74,79,101,29,101,48,52,16,101,101,86,93,29,101,17,101,37,101,10,15,34,101,101,26,101,4,62,39,101,13,101,54,101,101,101,66,22,98,11,101,101,0
Pakistan,Australia,Lahore,10 November 1998,1,0,101,101,101,101,30,101,101,101,101,101,35,52,84,8,51,101,92,19,101,101,101,2,24,101,7,68,6,101,47,101,34,59,3,87,101,101,101,72,101,101,101,9,101,18,1
Sri Lanka,Zimbabwe,Sharjah Cricket Association Stadium,10 November 1998,1,1,36,101,18,84,101,101,53,101,33,101,101,26,62,101,87,101,79,17,55,13,101,36,14,37,56,101,27,101,4,64,15,101,41,101,101,101,65,22,101,101,96,10,101,101,1
India,Zimbabwe,Sharjah Cricket Association Stadium,11 November 1998,1,1,63,101,23,85,101,101,53,101,33,101,35,101,86,101,101,32,101,101,101,96,101,101,25,76,3,56,47,101,32,101,101,101,45,53,80,101,101,79,92,29,101,37,101,36,1
India,Zimbabwe,Sharjah Cricket Association Stadium,13 November 1998,1,1,35,101,26,88,97,101,56,101,33,101,62,101,79,21,53,13,101,31,101,32,101,101,19,76,1,56,16,101,32,101,45,53,80,101,92,24,101,80,101,35,101,10,101,14,0
Pakistan,Zimbabwe,Gujranwala,20 November 1998,1,1,79,101,26,85,58,101,78,93,33,101,35,101,65,101,80,20,55,14,101,32,101,31,9,101,101,101,31,101,101,101,101,101,36,50,51,101,93,22,84,10,101,2,101,101,0
Pakistan,Zimbabwe,Sheikhupura Stadium,22 November 1998,1,0,11,101,36,51,101,101,101,101,101,101,101,101,53,101,94,23,84,11,101,2,101,101,50,101,26,86,57,101,79,94,33,101,35,101,65,101,56,15,80,17,101,32,101,21,1
Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,24 November 1998,1,0,9,101,101,101,25,101,101,101,53,101,84,10,93,25,101,101,101,101,101,2,101,34,50,101,28,87,55,101,33,101,35,101,66,101,89,101,80,17,56,18,101,32,101,16,0
Pakistan,Zimbabwe,Rawalpindi Cricket Stadium,24 November 1998,1,0,9,101,101,101,25,101,101,101,53,101,84,10,93,25,101,101,101,101,101,2,101,34,50,101,28,87,55,101,33,101,35,101,66,101,89,101,80,17,56,18,101,32,101,16,0
Pakistan,Zimbabwe,Sheikhupura Stadium,22 November 1998,1,0,11,101,36,51,101,101,101,101,101,101,101,101,53,101,94,23,84,11,101,2,101,101,50,101,26,86,57,101,79,94,33,101,35,101,65,101,56,15,80,17,101,32,101,21,1
Pakistan,Zimbabwe,Gujranwala,20 November 1998,1,1,79,101,26,85,58,101,78,93,33,101,35,101,65,101,80,20,55,14,101,32,101,31,9,101,101,101,31,101,101,101,101,101,36,50,51,101,93,22,84,10,101,2,101,101,0
New Zealand,India,Taupo,9 January 1999,1,1,18,75,2,51,42,101,17,101,32,101,46,55,94,71,81,101,101,83,101,13,101,38,84,101,87,101,48,99,41,30,38,101,44,16,101,35,27,101,101,46,101,15,101,45,0
Australia,England,Woolloongabba,10 January 1999,1,1,11,101,22,101,101,101,26,101,38,101,62,96,101,101,87,40,101,24,101,8,101,48,6,69,21,101,7,101,101,101,88,101,2,85,101,73,99,21,101,7,101,44,101,14,1
England,Sri Lanka,Woolloongabba,11 January 1999,1,1,14,35,55,101,28,101,15,101,101,101,43,101,101,46,99,12,101,101,101,101,101,98,10,101,27,101,21,101,35,101,66,71,101,101,90,40,101,24,101,101,101,8,101,45,0
New Zealand,India,Napier,12 January 1999,1,0,76,101,61,101,47,99,86,101,39,30,42,101,101,34,44,16,101,46,101,17,101,101,16,78,3,51,40,101,18,101,32,101,46,56,80,101,101,14,101,80,101,9,101,37,1
Australia,Sri Lanka,Sydney Cricket Ground,13 January 1999,1,1,15,36,56,101,28,101,101,101,16,101,101,101,101,49,43,101,99,12,101,101,101,101,8,101,6,69,7,101,101,101,87,101,2,85,101,70,98,21,101,8,101,101,101,13,0
Australia,England,Melbourne Cricket Ground,15 January 1999,1,1,10,101,27,101,87,40,92,101,26,101,36,101,66,67,101,26,101,9,101,101,101,43,4,70,8,101,5,101,101,101,50,101,2,75,101,71,98,21,101,7,101,44,101,12,0
New Zealand,India,Auckland,16 January 1999,1,0,80,101,60,101,48,101,86,101,39,23,42,101,101,31,43,21,101,52,101,17,101,46,3,51,19,72,36,101,17,101,32,101,46,57,79,101,101,85,101,11,101,13,101,32,1
Australia,England,Sydney Cricket Ground,17 January 1999,1,1,11,101,29,101,16,101,79,101,37,101,62,57,89,40,101,27,101,8,101,101,101,41,10,101,4,70,6,101,43,101,34,62,2,78,86,101,95,20,101,7,101,38,101,12,1
New Zealand,India,Christchurch,19 January 1999,1,0,84,101,59,101,50,101,79,101,34,25,101,35,42,17,44,101,101,53,101,15,101,43,18,72,32,101,37,101,19,101,48,61,101,11,101,1,81,101,101,82,101,12,101,34,0
England,Sri Lanka,Melbourne Cricket Ground,19 January 1999,1,1,17,38,56,101,30,101,101,101,101,101,15,101,99,49,101,101,97,14,101,101,101,97,10,101,28,101,14,101,76,101,101,101,62,57,89,41,101,5,101,36,101,27,101,101,0
Australia,Sri Lanka,Hobart,21 January 1999,1,0,4,72,15,101,88,101,41,101,101,101,35,62,2,79,101,70,99,21,101,38,101,14,19,39,53,101,24,101,13,101,98,53,101,101,101,101,46,101,95,11,101,101,101,101,1
South Africa,West Indies,Johannesburg,22 January 1999,1,1,72,101,22,101,101,101,2,101,9,22,62,91,101,101,101,101,101,98,101,3,101,101,11,101,101,101,15,55,26,101,6,36,20,101,42,5,39,25,101,101,66,17,101,75,0
England,Sri Lanka,Adelaide Oval,23 January 1999,1,0,9,101,29,101,7,101,78,101,35,101,63,59,90,41,101,6,101,32,101,23,101,101,17,36,53,101,26,101,101,101,101,101,13,101,101,1,93,48,46,101,101,101,101,101,1
Australia,Sri Lanka,Adelaide Oval,24 January 1999,1,0,13,101,4,73,101,75,84,101,39,101,101,101,55,101,101,101,101,21,101,30,101,8,20,35,54,101,29,101,101,101,101,101,16,101,45,101,93,46,101,1,101,101,101,101,0
South Africa,West Indies,East London,24 January 1999,1,1,75,101,11,101,101,101,2,101,5,22,63,90,101,101,101,101,101,101,101,4,101,65,14,101,71,101,27,101,15,56,21,101,6,39,42,3,101,101,36,24,101,92,101,101,1
Australia,England,Adelaide Oval,26 January 1999,1,0,4,75,16,101,87,101,35,101,94,101,58,101,101,101,101,65,101,21,101,26,101,7,9,101,29,101,5,101,76,101,36,101,101,101,91,40,101,22,101,6,101,101,101,32,0
South Africa,West Indies,Durban,27 January 1999,1,0,25,101,101,101,34,25,15,47,6,35,24,101,101,101,101,101,101,101,67,22,101,78,8,101,77,101,2,101,9,21,65,87,101,101,101,101,101,101,101,101,101,3,101,72,0
England,Sri Lanka,Perth,29 January 1999,1,0,10,101,32,101,5,101,80,101,33,101,60,60,90,31,101,23,101,5,101,101,101,30,18,39,54,101,29,101,12,69,101,101,16,101,46,101,92,47,101,14,101,101,101,101,0
South Africa,West Indies,St George's Park,30 January 1999,1,0,27,101,72,101,20,44,5,34,24,101,101,101,43,3,101,101,35,30,101,75,101,65,10,101,79,101,81,101,63,77,7,22,101,101,101,101,101,99,101,101,101,4,101,78,0
Australia,Sri Lanka,Perth,31 January 1999,1,0,4,78,13,101,8,101,37,101,89,101,1,85,101,101,101,57,101,19,101,30,101,7,15,41,54,101,29,101,101,101,99,14,18,101,101,101,46,101,101,101,101,101,101,101,0
South Africa,West Indies,Cape Town,2 February 1999,1,0,16,101,71,101,20,44,44,3,5,23,27,101,92,101,100,101,24,21,101,74,101,67,9,101,76,101,63,78,8,26,101,101,101,101,101,101,101,90,101,77,101,4,101,85,0
England,Sri Lanka,Sydney Cricket Ground,3 February 1999,1,1,101,101,53,101,98,14,10,66,19,101,101,101,33,101,95,44,101,101,101,101,101,101,7,101,101,101,6,101,81,101,101,101,94,32,101,101,60,64,101,101,101,101,101,5,1
Australia,England,Sydney Cricket Ground,5 February 1999,1,1,10,101,32,101,8,101,78,101,101,101,60,61,101,101,91,32,101,27,101,5,101,24,4,76,13,101,6,101,34,101,101,55,75,101,1,80,96,101,101,22,101,56,101,21,0
South Africa,West Indies,Bloemfontein,5 February 1999,1,0,18,101,70,101,29,101,24,17,20,42,5,26,86,101,44,2,101,101,73,23,101,101,12,101,76,101,101,79,101,101,64,74,101,101,9,25,101,101,101,91,101,4,101,66,0
Australia,Sri Lanka,Melbourne Cricket Ground,7 February 1999,1,0,6,101,4,78,101,57,7,101,33,101,76,101,1,80,101,100,101,24,101,58,101,6,101,1,50,101,11,67,101,101,21,101,101,101,36,101,97,16,101,101,101,101,101,101,0
South Africa,West Indies,SuperSport Centurion,7 February 1999,1,0,75,101,73,101,30,101,16,39,5,25,27,101,44,2,101,101,20,14,71,22,101,7,13,101,62,101,12,27,3,101,65,73,101,101,101,101,101,101,101,90,101,62,101,55,0
Australia,England,Sydney Cricket Ground,10 February 1999,1,0,4,79,6,101,7,101,33,101,73,101,1,80,101,99,101,58,101,23,101,14,101,6,9,101,30,101,8,101,64,101,37,101,101,101,60,65,91,32,101,28,101,5,101,26,0
Australia,England,Melbourne Cricket Ground,13 February 1999,1,0,6,101,4,82,7,101,24,101,63,101,59,101,94,99,101,53,101,18,101,9,101,5,12,101,30,101,10,101,67,101,37,101,101,101,60,60,92,32,97,25,101,6,101,28,0
New Zealand,South Africa,Dunedin,14 February 1999,1,1,23,101,72,101,10,39,5,26,26,101,88,101,45,3,101,101,19,17,74,23,101,7,85,101,8,43,49,101,44,101,36,31,101,101,42,22,101,38,101,50,101,14,101,101,0
New Zealand,South Africa,Christchurch,17 February 1999,1,0,87,101,14,43,49,101,62,101,43,101,101,39,41,22,101,53,101,15,101,45,101,88,19,101,23,18,34,101,8,38,4,27,45,2,26,101,75,23,101,75,101,101,101,5,1
New Zealand,South Africa,Auckland,20 February 1999,1,1,20,101,101,101,16,20,13,37,35,101,5,28,27,101,46,2,101,74,74,27,101,5,85,101,7,43,49,101,59,101,43,101,41,16,101,41,101,50,101,15,101,45,101,79,0
Bangladesh,Pakistan,Dhaka,16 March 1999,1,1,41,51,101,101,9,101,22,101,101,101,92,25,54,101,101,3,83,11,101,101,101,101,101,101,101,101,101,101,77,101,94,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Pakistan,Sri Lanka,Jamshedpur,19 March 1999,1,0,8,101,39,52,21,101,101,101,101,101,54,101,91,25,85,8,101,3,101,101,101,101,94,101,34,101,101,101,10,66,24,101,101,101,92,42,101,74,101,101,101,21,101,101,0
Kenya,Zimbabwe,Dhaka,19 March 1999,1,1,51,101,26,89,57,101,32,101,38,101,101,38,59,59,101,101,82,20,56,19,101,18,71,101,78,101,79,96,69,79,74,101,101,101,101,101,101,91,101,101,101,63,101,64,1
Bangladesh,Kenya,Dhaka,20 March 1999,1,0,101,101,101,101,101,101,77,101,101,101,101,101,101,101,97,101,101,101,101,101,77,101,73,101,101,101,69,98,64,67,75,101,101,101,101,58,101,101,101,86,101,59,101,101,1
Bangladesh,Zimbabwe,Dhaka,21 March 1999,1,1,56,101,26,83,54,101,32,101,38,101,101,101,101,101,82,20,101,38,101,101,101,92,101,101,101,101,101,101,78,101,95,101,101,101,101,101,101,101,101,101,101,101,101,101,1
India,Sri Lanka,Nagpur,22 March 1999,1,0,15,65,32,101,34,101,19,101,72,101,96,21,101,101,81,101,101,15,101,72,101,12,87,101,101,101,101,101,10,69,101,101,21,101,89,43,101,75,101,101,101,18,101,101,0
Kenya,Zimbabwe,Dhaka,23 March 1999,1,1,50,101,28,79,55,101,29,101,40,101,58,63,101,101,82,23,101,101,57,21,101,20,93,101,75,101,60,92,61,70,70,101,101,101,101,69,101,101,101,57,101,101,101,101,1
India,Pakistan,Jaipur,24 March 1999,1,1,6,101,39,50,22,101,101,101,101,101,54,101,85,11,90,24,101,101,101,87,101,92,16,65,32,101,36,101,20,101,74,101,82,101,99,23,101,101,101,66,101,12,101,15,1
Bangladesh,Kenya,Dhaka,24 March 1999,1,1,66,101,81,101,63,86,59,70,73,101,101,101,101,69,101,101,101,101,101,55,101,64,101,101,101,101,91,101,77,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,1
Bangladesh,Zimbabwe,Dhaka,25 March 1999,1,0,101,101,92,101,84,101,82,101,101,101,101,98,101,101,101,101,101,101,101,101,101,101,52,101,31,78,55,101,32,101,40,101,59,65,101,101,101,101,101,20,101,101,101,94,1
New Zealand,South Africa,Napier,26 March 1999,1,0,80,101,8,40,101,47,27,101,49,101,42,101,43,18,101,43,101,15,101,101,101,74,21,101,67,101,17,29,34,101,7,32,89,101,45,2,15,17,101,101,101,59,101,5,1
New Zealand,South Africa,Auckland,27 March 1999,1,1,19,101,70,101,101,101,9,30,22,101,15,15,7,29,28,101,45,2,101,67,101,56,78,101,10,41,101,101,32,101,49,101,42,101,43,23,101,42,101,47,101,21,101,61,1
Pakistan,Sri Lanka,Visakhapatnam,27 March 1999,1,1,87,101,35,101,101,101,13,66,23,101,101,101,82,43,101,101,101,77,101,101,101,101,40,51,101,101,24,101,101,101,101,101,88,18,54,101,79,11,101,3,101,87,101,89,1
Kenya,Zimbabwe,Dhaka,27 March 1999,1,1,56,101,27,79,55,101,34,101,57,70,101,101,77,22,58,19,101,101,101,17,39,101,66,101,80,101,101,101,63,74,72,101,101,72,101,57,101,101,101,101,101,54,61,83,1
India,Sri Lanka,Pune,30 March 1999,1,0,101,101,16,67,37,101,23,101,101,101,48,60,101,16,84,101,101,12,101,68,101,13,89,101,35,101,101,101,11,69,101,23,27,101,80,43,101,101,101,78,101,101,101,101,0
India,Pakistan,Mohali,1 April 1999,1,0,12,69,101,101,39,101,28,101,101,101,46,59,101,101,99,85,101,101,101,101,101,29,7,101,40,51,101,101,20,101,101,101,87,15,54,101,79,11,101,64,101,3,101,92,1
India,Pakistan,Bangalore,4 April 1999,1,1,7,101,37,52,23,101,101,101,101,101,54,101,87,10,76,12,101,3,101,84,101,51,16,65,101,101,40,101,101,101,28,101,47,63,101,22,83,101,101,15,101,17,101,28,1
England,Pakistan,Sharjah Cricket Association Stadium,7 April 1999,1,1,8,101,36,50,18,101,101,101,76,13,53,101,87,11,101,101,101,101,101,3,101,41,17,101,31,101,10,101,29,101,37,101,101,101,60,64,92,33,98,28,101,6,101,29,1
India,Pakistan,Sharjah Cricket Association Stadium,8 April 1999,1,1,11,101,36,49,18,101,101,101,101,101,75,16,54,101,87,8,101,76,101,3,101,38,101,101,15,67,40,101,26,101,30,101,47,64,101,42,80,101,101,17,101,12,101,28,1
England,India,Sharjah Cricket Association Stadium,9 April 1999,1,1,101,101,16,71,40,101,23,101,30,101,47,65,78,101,101,37,101,13,101,15,101,22,20,101,33,101,10,101,29,101,35,101,101,101,93,34,98,28,101,101,101,5,101,29,1
England,India,Sharjah Cricket Association Stadium,11 April 1999,1,1,101,101,20,70,38,101,76,101,101,19,27,101,49,67,77,101,101,12,101,38,101,15,15,101,33,101,101,101,93,34,14,101,24,101,101,101,35,101,101,101,101,5,101,31,1
West Indies,Australia,Kingstown,11 April 1999,1,0,59,101,18,101,2,101,71,92,34,101,70,75,51,55,101,101,101,101,101,63,101,18,4,85,6,101,7,101,25,101,42,76,1,84,95,96,101,53,101,1,101,36,101,10,0
England,Pakistan,Sharjah Cricket Association Stadium,12 April 1999,1,0,15,101,34,101,101,101,14,101,19,101,101,101,35,101,87,29,101,101,101,8,101,27,101,101,39,49,17,101,101,101,101,101,88,7,54,101,75,19,101,3,101,74,101,34,0
India,Pakistan,Sharjah Cricket Association Stadium,13 April 1999,1,1,40,49,11,101,101,101,18,101,101,101,101,101,50,101,77,21,89,8,101,3,101,30,101,101,83,101,32,101,28,101,48,62,75,101,76,101,101,23,101,40,101,9,101,17,0
West Indies,Australia,St George's,14 April 1999,1,1,6,101,4,85,65,101,11,101,43,66,1,86,96,81,101,59,101,37,101,1,101,9,56,101,21,101,3,101,68,94,16,28,34,101,72,75,51,56,101,101,101,4,101,53,1
India,Pakistan,Sharjah Cricket Association Stadium,16 April 1999,1,0,87,101,17,75,33,101,26,101,30,101,101,22,52,63,79,101,99,27,101,9,101,18,11,101,40,50,19,101,101,101,101,101,49,101,89,6,76,13,101,3,101,60,101,30,1
West Indies,Australia,Port of Spain,17 April 1999,1,1,4,83,6,101,97,81,63,101,9,101,43,70,1,86,100,47,101,1,101,9,101,8,37,101,53,101,60,94,13,29,2,101,52,53,73,77,101,101,101,101,101,101,101,5,0
West Indies,Australia,Port of Spain,18 April 1999,1,1,6,101,4,82,12,101,9,101,43,66,1,88,101,79,101,47,101,64,97,14,101,7,54,101,101,101,59,96,16,29,3,101,40,101,47,55,101,4,101,49,101,101,101,17,1
West Indies,Australia,Georgetown,21 April 1999,1,0,101,101,51,101,60,96,16,32,24,101,39,101,46,53,73,79,101,101,101,44,101,19,4,83,6,101,15,101,14,101,42,66,1,89,101,69,101,49,96,14,101,38,101,8,2
West Indies,Australia,Bridgetown,24 April 1999,1,0,51,101,101,101,58,97,16,34,24,101,40,101,74,81,101,101,101,101,101,43,101,51,6,101,5,76,101,64,14,101,18,101,43,67,1,91,100,73,101,49,96,11,101,9,1
West Indies,Australia,Bridgetown,25 April 1999,1,1,5,75,6,101,16,101,22,101,43,65,1,86,95,77,100,51,101,68,98,11,101,9,46,101,97,101,57,98,23,101,40,101,74,78,101,101,101,101,101,7,101,37,101,48,0
England,Sri Lanka,London,14 May 1999,1,1,22,43,48,101,37,101,101,101,12,71,27,101,47,101,101,18,101,101,101,101,101,101,72,101,32,101,7,101,14,101,35,101,101,101,64,62,88,24,101,101,101,8,101,25,0
India,South Africa,Hove,15 May 1999,1,0,12,69,2,58,33,101,26,101,30,101,53,63,80,101,101,1,101,22,101,7,101,17,24,101,67,101,101,101,4,32,27,101,5,33,28,101,11,15,44,2,101,71,101,4,1
